E =  146.950 MeV, Wt = 1.0, Sc = 1.0
 98.630    9.171200    0.065200
 92.870    9.263500    0.065400
 87.130    9.253000    0.065700
 81.370    8.966900    0.064900
 75.520    8.706200    0.065000
 69.510    8.291100    0.064500
 63.260    7.848800    0.064000
 56.630    7.240700    0.064100
 49.460    6.583600    0.065000
 41.410    5.825600    0.066900
 31.790    4.752000    0.069000
 18.190    3.795600    0.075900
-------------------------------------
E =  250.180 MeV, Wt = 1.0, Sc = 1.0
161.810    5.701800    0.055100
148.210    6.837600    0.057800
138.590    7.433800    0.058800
130.540    7.973900    0.060800
123.370    8.548500    0.061400
116.740    9.237200    0.064400
110.490    9.443800    0.064600
104.480    9.725200    0.066400
 98.630    9.920400    0.067100
 92.870    9.917800    0.067500
 87.130    9.892400    0.068000
 81.370    9.710400    0.067300
 75.520    9.452900    0.067900
 69.510    9.011400    0.066700
 63.260    8.515900    0.066200
 56.630    7.923500    0.065900
 49.460    6.992100    0.067900
 41.410    6.252800    0.069400
 31.790    5.202900    0.069800
 18.190    4.235600    0.077100
-------------------------------------
E =  252.630 MeV, Wt = 1.0, Sc = 1.0
161.810    6.035900    0.078600
148.210    7.175800    0.081400
138.590    7.863700    0.083500
130.540    8.728600    0.084600
123.370    9.034500    0.084600
116.740    9.612500    0.087300
110.490    9.931400    0.089400
104.480   10.454500    0.090900
 98.630   10.514000    0.092400
 92.870   10.603700    0.092900
 87.130   10.551200    0.093300
 81.370   10.193100    0.093600
 75.520   10.136700    0.093200
 69.510    9.725200    0.093300
 63.260    8.965300    0.092800
 56.630    8.345100    0.093700
 49.460    7.467600    0.093800
 41.410    6.817000    0.097300
 31.790    5.628200    0.100500
 18.190    4.578600    0.120300
-------------------------------------
E =  255.090 MeV, Wt = 1.0, Sc = 1.0
161.810    6.318500    0.070600
148.210    7.611000    0.074600
138.590    8.170500    0.076100
130.540    9.008800    0.079300
123.370    9.498000    0.078600
116.740   10.178600    0.082100
110.490   10.511900    0.081900
104.480   10.955300    0.085000
 98.630   11.051200    0.086400
 92.870   10.968400    0.087300
 87.130   11.203200    0.086600
 81.370   10.657600    0.086100
 75.520   10.530200    0.086100
 69.510   10.073000    0.085300
 63.260    9.642000    0.085000
 56.630    8.798800    0.085800
 49.460    7.968200    0.087500
 41.410    7.072300    0.090700
 31.790    5.928500    0.093900
 18.190    4.599200    0.105600
-------------------------------------
E =  257.550 MeV, Wt = 1.0, Sc = 1.0
161.810    6.672700    0.059300
148.210    7.826200    0.062600
138.590    8.788800    0.064900
130.540    9.439600    0.067100
123.370   10.224700    0.068100
116.740   10.989200    0.070400
110.490   11.285600    0.070000
104.480   11.767100    0.072600
 98.630   11.682400    0.074300
 92.870   11.803700    0.074100
 87.130   11.747000    0.074500
 81.370   11.552700    0.073500
 75.520   11.202400    0.073800
 69.510   10.930100    0.073100
 63.260   10.294300    0.072800
 56.630    9.375900    0.072500
 49.460    8.609500    0.072600
 41.410    7.465100    0.074600
 31.790    6.452100    0.077100
 18.190    5.039000    0.087500
-------------------------------------
E =  260.010 MeV, Wt = 1.0, Sc = 1.0
161.810    7.006300    0.058800
148.210    8.464500    0.061800
138.590    9.288100    0.064000
130.540   10.160500    0.067100
123.370   11.036200    0.068200
116.740   11.991400    0.071200
110.490   12.115400    0.070600
104.480   12.661200    0.073100
 98.630   12.782000    0.074300
 92.870   12.744500    0.075000
 87.130   12.772300    0.075200
 81.370   12.540900    0.073900
 75.520   12.306900    0.074400
 69.510   11.711400    0.072900
 63.260   11.122100    0.072000
 56.630   10.249700    0.071300
 49.460    9.213100    0.072300
 41.410    8.202600    0.073900
 31.790    7.059800    0.075600
 18.190    5.764300    0.086800
-------------------------------------
E =  262.440 MeV, Wt = 1.0, Sc = 1.0
161.810    7.341700    0.100900
148.210    8.595700    0.101400
138.590    9.800300    0.105500
130.540   10.587500    0.110200
123.370   11.509900    0.110000
116.740   12.358000    0.113600
110.490   12.706500    0.115000
104.480   12.932000    0.115800
 98.630   13.304200    0.119400
 92.870   13.390400    0.121800
 87.130   13.057000    0.121700
 81.370   12.877700    0.119500
 75.520   12.754100    0.118900
 69.510   12.142200    0.118700
 63.260   11.442400    0.118400
 56.630   10.806100    0.116700
 49.460    9.659900    0.118500
 41.410    8.528700    0.125600
 31.790    7.258400    0.136300
 18.190    6.235200    0.159700
-------------------------------------
E =  264.940 MeV, Wt = 1.0, Sc = 1.0
161.810    7.729000    0.060500
148.210    8.985200    0.062000
138.590   10.281400    0.065900
130.540   11.066100    0.068900
123.370   11.896900    0.069100
116.740   12.987700    0.072400
110.490   13.445300    0.072300
104.480   13.714800    0.073000
 98.630   13.928100    0.076000
 92.870   14.249500    0.078100
 87.130   14.026600    0.077500
 81.370   13.705300    0.075900
 75.520   13.335400    0.075500
 69.510   12.894500    0.074500
 63.260   12.174600    0.073700
 56.630   11.318900    0.072500
 49.460   10.217200    0.072500
 41.410    9.114000    0.075900
 31.790    7.726100    0.078800
 18.190    6.295000    0.093000
-------------------------------------
E =  267.410 MeV, Wt = 1.0, Sc = 1.0
161.810    8.182600    0.065100
148.210    9.542600    0.067100
138.590   11.014000    0.072500
130.540   11.741500    0.075300
123.370   12.689800    0.075300
116.740   13.888100    0.079300
110.490   14.476900    0.079100
104.480   14.746200    0.079800
 98.630   14.849500    0.082600
 92.870   15.237800    0.086000
 87.130   15.146400    0.085600
 81.370   14.773600    0.083400
 75.520   14.339800    0.083000
 69.510   13.791700    0.080900
 63.260   13.059500    0.080700
 56.630   12.152500    0.079600
 49.460   10.971800    0.079400
 41.410    9.798000    0.081600
 31.790    8.296000    0.086600
 18.190    6.671400    0.102300
-------------------------------------
E =  269.890 MeV, Wt = 1.0, Sc = 1.0
161.810    8.371400    0.068500
148.210    9.973800    0.071300
138.590   11.528300    0.077800
130.540   12.275900    0.081300
123.370   13.291600    0.081500
116.740   14.477000    0.085600
110.490   15.235500    0.085600
104.480   15.471000    0.086700
 98.630   15.838000    0.091600
 92.870   15.875500    0.093600
 87.130   15.768400    0.092200
 81.370   15.452400    0.090000
 75.520   15.127200    0.089500
 69.510   14.608600    0.088500
 63.260   13.825100    0.087400
 56.630   12.834300    0.085900
 49.460   11.582300    0.085100
 41.410   10.335100    0.087200
 31.790    8.821400    0.090100
 18.190    6.959700    0.105000
-------------------------------------
E =  272.360 MeV, Wt = 1.0, Sc = 1.0
161.810    8.912100    0.072600
148.210   10.644700    0.075100
138.590   12.227200    0.082200
130.540   13.148200    0.086100
123.370   14.311800    0.086900
116.740   15.494100    0.090600
110.490   16.259800    0.090500
104.480   16.752700    0.092000
 98.630   16.837000    0.096300
 92.870   17.251600    0.100700
 87.130   16.943400    0.098400
 81.370   16.567600    0.096000
 75.520   16.215400    0.095300
 69.510   15.701200    0.094200
 63.260   14.924500    0.092900
 56.630   13.786000    0.091100
 49.460   12.334000    0.089300
 41.410   11.075800    0.091700
 31.790    9.477800    0.096400
 18.190    7.615600    0.115500
-------------------------------------
E =  274.830 MeV, Wt = 1.0, Sc = 1.0
161.810    9.243400    0.072400
148.210   11.056000    0.075000
138.590   12.837700    0.082300
130.540   13.582400    0.085100
123.370   14.804800    0.086000
116.740   16.157000    0.090600
110.490   16.922000    0.090100
104.480   17.414400    0.090900
 98.630   17.445900    0.093900
 92.870   17.779300    0.099000
 87.130   17.874700    0.099100
 81.370   17.390100    0.095900
 75.520   16.886500    0.094100
 69.510   16.348200    0.093700
 63.260   15.435000    0.091400
 56.630   14.422200    0.091300
 49.460   12.915300    0.089500
 41.410   11.698600    0.092900
 31.790   10.067500    0.098900
 18.190    8.369500    0.118400
-------------------------------------
E =  277.310 MeV, Wt = 1.0, Sc = 1.0
161.810    9.511300    0.076400
148.210   11.450900    0.079800
138.590   13.428900    0.089100
130.540   14.171100    0.092200
123.370   15.540600    0.093900
116.740   16.954300    0.099600
110.490   17.804300    0.098400
104.480   18.477700    0.100400
 98.630   18.662800    0.104800
 92.870   19.014500    0.111000
 87.130   18.822000    0.109000
 81.370   18.361100    0.105400
 75.520   17.913800    0.103700
 69.510   17.284100    0.102500
 63.260   16.388200    0.100600
 56.630   15.188400    0.098600
 49.460   13.752300    0.096800
 41.410   12.232100    0.099500
 31.790   10.408700    0.102500
 18.190    8.559300    0.123000
-------------------------------------
E =  279.790 MeV, Wt = 1.0, Sc = 1.0
161.810    9.612400    0.074500
148.210   11.806200    0.078100
138.590   13.695200    0.086800
130.540   14.519000    0.089600
123.370   15.953100    0.090800
116.740   17.394600    0.096400
110.490   18.179800    0.095500
104.480   19.075400    0.097300
 98.630   19.239900    0.101300
 92.870   19.563100    0.106600
 87.130   19.685800    0.107100
 81.370   18.902000    0.102100
 75.520   18.537200    0.101000
 69.510   17.942500    0.100000
 63.260   16.925200    0.098000
 56.630   15.545700    0.095300
 49.460   14.225300    0.095300
 41.410   12.710300    0.096800
 31.790   10.639500    0.101100
 18.190    8.373600    0.124200
-------------------------------------
E =  282.270 MeV, Wt = 1.0, Sc = 1.0
161.810   10.238700    0.078700
148.210   12.458200    0.081400
138.590   14.375000    0.089500
130.540   15.389700    0.093200
123.370   17.084600    0.095700
116.740   18.580700    0.100900
110.490   19.349100    0.099700
104.480   20.284800    0.101600
 98.630   20.812900    0.106300
 92.870   20.713800    0.110000
 87.130   21.092000    0.112600
 81.370   20.456900    0.108500
 75.520   19.842500    0.106100
 69.510   19.125300    0.104400
 63.260   18.016200    0.102200
 56.630   16.632700    0.099900
 49.460   15.186300    0.099700
 41.410   13.451400    0.102200
 31.790   11.540300    0.107100
 18.190    9.244600    0.133500
-------------------------------------
E =  284.750 MeV, Wt = 1.0, Sc = 1.0
161.810   10.597300    0.082100
148.210   12.791700    0.084800
138.590   15.140900    0.094500
130.540   16.086500    0.097800
123.370   17.855800    0.100200
116.740   19.333700    0.105600
110.490   20.374800    0.105300
104.480   21.109200    0.106200
 98.630   21.708900    0.111500
 92.870   21.833400    0.114500
 87.130   22.101100    0.118500
 81.370   21.720900    0.115300
 75.520   20.789200    0.111100
 69.510   20.178300    0.110000
 63.260   19.141100    0.108100
 56.630   17.733000    0.105200
 49.460   15.958100    0.104700
 41.410   14.341700    0.108200
 31.790   12.026400    0.113500
 18.190    9.900800    0.141000
-------------------------------------
E =  287.230 MeV, Wt = 1.0, Sc = 1.0
161.810   10.772200    0.087600
148.210   13.239500    0.089800
138.590   15.658200    0.100200
130.540   16.660800    0.104000
123.370   18.412400    0.106400
116.740   20.062200    0.111900
110.490   21.218300    0.112900
104.480   21.772200    0.112300
 98.630   22.655600    0.118700
 92.870   22.624500    0.121100
 87.130   22.955500    0.125800
 81.370   22.577900    0.123000
 75.520   21.785200    0.118700
 69.510   20.942300    0.117200
 63.260   19.957100    0.115100
 56.630   18.432000    0.113000
 49.460   16.732900    0.112500
 41.410   14.899900    0.114600
 31.790   12.592500    0.123700
 18.190   10.109400    0.154600
-------------------------------------
E =  289.730 MeV, Wt = 1.0, Sc = 1.0
161.810   10.939000    0.084300
148.210   13.600100    0.088000
138.590   15.751700    0.097200
130.540   17.100500    0.102000
123.370   19.087000    0.104300
116.740   20.655200    0.109900
110.490   21.998500    0.111400
104.480   22.430400    0.111300
 98.630   23.458600    0.116700
 92.870   23.327600    0.118700
 87.130   23.476900    0.122800
 81.370   23.289800    0.122400
 75.520   22.443100    0.116600
 69.510   21.783400    0.115500
 63.260   20.460300    0.112300
 56.630   18.965400    0.111400
 49.460   17.232800    0.109500
 41.410   15.424300    0.112400
 31.790   13.205100    0.119600
 18.190   10.472200    0.148900
-------------------------------------
E =  292.150 MeV, Wt = 1.0, Sc = 1.0
161.810   11.181100    0.082400
148.210   13.935300    0.086700
138.590   16.492800    0.096200
130.540   17.717400    0.100700
123.370   19.777300    0.103400
116.740   21.475400    0.109200
110.490   22.783200    0.110400
104.480   23.593000    0.111100
 98.630   24.380300    0.116300
 92.870   24.627800    0.118800
 87.130   24.512100    0.122000
 81.370   24.247400    0.121400
 75.520   23.493500    0.117000
 69.510   22.606600    0.115300
 63.260   21.413400    0.112100
 56.630   20.063100    0.110900
 49.460   18.092100    0.109200
 41.410   15.875400    0.111000
 31.790   13.494800    0.118400
 18.190   10.794900    0.148800
-------------------------------------
E =  294.700 MeV, Wt = 1.0, Sc = 1.0
161.810   11.395300    0.083700
148.210   14.425100    0.087900
138.590   16.872100    0.097900
130.540   18.313400    0.102500
123.370   20.508000    0.105900
116.740   22.215200    0.111500
110.490   23.529200    0.113000
104.480   24.344000    0.114200
 98.630   25.304200    0.119500
 92.870   25.517400    0.121300
 87.130   25.400400    0.124200
 81.370   25.114700    0.125100
 75.520   24.456500    0.120100
 69.510   23.641500    0.118600
 63.260   22.075500    0.114600
 56.630   20.596400    0.112700
 49.460   18.687300    0.111500
 41.410   16.582000    0.113300
 31.790   14.225100    0.121400
 18.190   11.148600    0.153300
-------------------------------------
E =  297.200 MeV, Wt = 1.0, Sc = 1.0
161.810   11.608000    0.085200
148.210   14.741600    0.089800
138.590   17.363800    0.100100
130.540   18.882600    0.105600
123.370   21.042400    0.108000
116.740   22.706000    0.113800
110.490   24.448800    0.116500
104.480   25.293200    0.118400
 98.630   26.047600    0.122600
 92.870   26.351000    0.123900
 87.130   26.291700    0.126800
 81.370   26.216200    0.129500
 75.520   25.248000    0.123700
 69.510   24.384700    0.121400
 63.260   22.896300    0.118000
 56.630   21.285500    0.115700
 49.460   19.356900    0.114300
 41.410   17.229900    0.116800
 31.790   14.525800    0.123600
 18.190   11.694900    0.158700
